,writer,title
2102,Yasielpuig,최근 중앙사원에서 득템해보신분?
2103,포니방무료,55까지 키우고 9셋 받았지만 지우네요.
2104,에룸도어,아아~~~ 현질의 마귀가 달라붙었어요~~~
2105,Lucy97,마격좀 주세욧~!!^^
2106,바람추적자,오랜만에 접속합니다!ㅎ
2107,Roah,모바일 인벤 일반 게시판에서도 썸네일이 보입..
2108,포니방무료,[초보]리니지 솔플사냥 어떤클래스가 좋나요?
2109,개자석아1,초보주의! 얼마전에 새로시작한 사람입니다 ㅎ..
2110,Skfdkfk2,해골 이거 일위 누구지
2111,미분의미,너무 오랜만에 접속이라...ㅋㅋ
2112,Roah,좌절감이 사나이를 키우는 것! 조조전 온라인..
2113,블러디안,리니지 하던 아빠가..
2114,아크위트,99년도 계정 하나만 주실분...
2115,에룸도어,6화염활 쓰는 요정입니다..
2116,클라우제비츠,그냥 환불했습니당
2117,티그사,몹들이 많이 쎄네요 ㅜ.ㅜ스탯 추천점요~~
2118,흔들릴때한잔,[해골]99년도 계정 하나 드림
2119,Yasielpuig,해골섭접고 하던섭하는데 잼네요
2120,클라우제비츠,해골섭 9검 8셋으로 시작했는데
2121,0914,8검에 7셋이나 ㄷㄷㄷ
2122,천상초,추억?
2123,asdlfj2,리니지 첨할려는데...
2124,수리야압,해골 서버 재밌네요 ㅎㅎ 복귀할맛 납니다
2125,또망,3차 - 해골서버 요정단 모집 합니다.
2126,Machon,6년만에 리니지 해골섭으로 복귀 담
2127,천상초,어제 너무 달렸더니
2128,새내기입니다,혈맹이 다른 게임 길드랑 다른점이 있나요?
2129,한방의검사,안녕하세요 혹시 이니 조금만 주실 수 있는분..
2130,Yasielpuig,다시하던섭 돌아갑니당 ㅋㅋㅋ
2131,아스트라엘,해골서버 8검7셋 계정 접는다.. 가질사람!
2132,또망,2차 - 해골서버 요정단 모집!!
2133,신탱,98~99년도 계정 하나만 주실분..
2134,전세진,모닝 폭망.....
2135,느그세여,마격 좀 부탁드립니다.
2136,신탱,천상초님께 용기사질문..
2137,용비,딴서버 다접고 해골서버 합니다.
2138,에버에미친,98년도 계정 3개네요
2139,순자즐,리니지 처음시작함
2140,천상초,그건 그렇고..
2141,천상초,빛나는 빈티지 이벤트
2142,Yasielpuig,아 해골서버는 아크프리 제외네요
2143,마린아,일끝나자마자 달려가실분~~ 해골!!! 서버
2144,잭블랙,신섭 8검계정 쓰실분 있나요?
2145,작살혁잉,이제 한손검에는
2146,홍덕준,도와주세요 제발 ㅠㅠ 실행오류 말해주실분 ㅠ
2147,Roah, 겨울 패션 아이템 자랑/소개하면 문화 상품..
2148,Roah, 해산물 요리 올리거나 고기vs해산물 취향 ..
2149,브리즈번,해골섭나오면 3개월 결제해보려는데
2150,한국은행,리니지 이번에 다시 복귀해볼려고 아이디만들고..
2151,졸렬갓,내부자들본다
2152,불량배길드,해골서버 같이 하실분!
2153,Roah,인벤 공식 앱 iOS 버전 출시 및 특별 이..
2154,Yasielpuig,낼 신섭입니다 ㅋㅋ
2155,타이거다,흠...복귀해서 살짝 맛만 봐볼까요? 기사?..
2156,새내기입니다,공성전에 대해 잘 정리된 게시물은 어디서 볼..
2157,또망,해골서버 요정단 모집!!
2158,개자석아1,초보주의~ 무기질문입니다.
2159,티그사,해골섭 잼날것같긴한데~~~. . . . .
2160,캡틴하록,ㅋㅋ2001년 계정들추어냄...기억이 새록
2161,PK길드,리니지 해골섭  혈맹원 모집합니다
2162,시원시원하게,2000년 계정으로 복귀...! 신섭 구섭 ..
2163,전세진,와 게시판에 사람이 많네요
2164,졸렬갓,하 리니지 뉴비인데 어렵넹
2165,여장하기,해골서버 케릭고민~~
2166,Yasielpuig,해골서버 얼마 안남았네요
2167,거유의꿈,저도 리니지 접었는데 2000년도 계정이 있..
2168,윤경사랑우기,9검 8셋이 두개인데 효율적 방법좀.
2169,아르마서스,엔코인 거래하고 싶은데 거래게시판이 없네요?
2170,고유재,해골서버 아크프리패스한다는데 님들은어떻게생각..
2171,소순이1,해골서버 복귀 89검은 무슨 무기를 주는건가..
2172,sk25030,기사복귀
2173,개자석아1,초보주의! 사냥터 추천 부탁드립니다.
2174,꾸밈,마격좀 부탁드려요
2175,Yasielpuig,8검9검 받는분들..
2176,고유재,성장펀플남으신분계신가요  ?
2177,인벤토릴,복귀햐아하나..
2178,케이쥐,7검 6셋 장비지원 쿠폰있는데 해골섭 질문
2179,웅캉캉킹,해골써버 법사할겁니다.
2180,전세진,저도 2000년 생성 계정 하나 있네요 ㅎㅎ
2181,PK길드,리니지 해골섭   전쟁의신혈맹원모집합니다
2182,마뇽90,문명온라인
2183,샤이니루,형님들 반왕셋 시세 얼만가요?
2184,solopriest,궁금한게 잇어요~
2185,불량배길드,해골서버 직업추천
2186,천상초,해골 서버 장비 지원
2187,천상초,푸귀 성능
2188,불량배길드,해골서버에서 같이 시작할분 구합니다
2189,Yasielpuig,해골서버..복귀아이템 수령가능이네요;;
2190,Hero1903,복귀 예정입니다
2191,Yasielpuig,해골서버 가시는분?
2192,참홍랑,리니지 안한지 오래돼서 질문좀....
2193,가이아드,뭐가 뭔지 모르겠네요;; 요약점 부탁드림 ㅠ
2194,전세진,기존 이용자는 개털인 건가...흑
2195,케이쥐,무자본 질문 요정 할려고라는데 많이 힘들까요..
2196,검투사검,헤헤 2000년도 계정찾음
2197,아야난,리니지 아재들 노답.
2198,전세진,무자본 다엘 황닷 셋팅 공유...ㅠㅠ
2199,고코니,헤헤 리니지 복귀해볼까?
2200,겸실겸,안녕하세욧~
2201,Yasielpuig,역시 해골은 신섭이네요
2202,Roah,17주년 컨퍼런스 관련 기사 모음
2203,전세진,문득 생각이 들었는데....
2204,티그사,옛추억~슬라임경기장 그립네요
2205,카츠라z,오크섭 하시는분??
2206,Yasielpuig,혈원한테 사기당함 ㅋㅋ
2207,Zelba,pc방에서 리니지 하는데....
2208,에룸도어,동자 죽였다가 카오되서 걱정했는데 천상의 계..
2209,전세진,와! 7붉검 떳다!...ㅠ
2210,에룸도어,와우~~~~~ 이벤트 당첨이넹 ㅎㅎ
2211,Yasielpuig,해골서버 대체 뭘까요
2212,아이유짱,다엘 육성  고수분들 댓글좀  초보입니다
2213,티그사,해골섭 오픈일정 추측(퍼옴)
2214,전세진,렙업하면 뭐하나!ㅠㅠ
2215,Yasielpuig,응팔보고 이제 접속해서 상아탑이나 한바퀴 해..
2216,전세진,아이고 또 당첨이네요...ㅎㅎ
2217,Roah,11월의 300시간 및 컬러풀 패키지 이벤트..
2218,Yasielpuig,ㅋㅋ 피방서버는 아닐거같고..
2219,성규닷,pc방에서 주로하는데 55랩에선 어디서 사냥..
2220,백종원,때려주세욥!!
2221,골리앗,신서버 해골서버
2222,전세진,역시 갑과 을의 세계군요....
2223,천상초,계속 되는 캐시템
2224,하얀호수,어제 테섭패치내용보니까..
2225,골리앗,[법사/질문] 캐쉬악세 하기 싫어서 그러는데..
2226,Yasielpuig,요즘은 낚시를합니다
2227,Roah, 윈터 데일리룩 자랑/소개하면 문화 상품권이..
2228,Roah, 고기 요리 올리거나 김치찌개 취향 투표하고..
2229,Roah,김형태의 모바일 신작! 데스티니 차일드 인벤..
2230,snaghyo12334,기사와 요정중에 너무 고민입니다..
2231,나한신법,린드비오르 서버 조용히 즐기면서 겜하는 친목..
2232,알라뷰,고수님들 ㅠㅠㅠ 뉴비가 궁금한게 있어요!
2233,전세진,술먹고 간만에 피시방왔는데
2234,건02,님들아 진지하게 여쭤봅니다
2235,Yasielpuig,중앙사원을 몇번갔는데 득템이없네요..
2236,용사아크,지금 리니지 이제 70레벨은 아무것도 아닌가..
2237,정늘,이런 스킨도 가능한가요?
2238,Yasielpuig,디스 엄청아프네요
2239,작살혁잉,크크크크크크크크크 바포지팡이 이후  최대득템..
2240,미국산타우렌,내일 소개팅나갑니다
2241,Roah,횡스크롤 액션의 AOS! 하이퍼유니버스 인벤..
2242,Roah,"""신감각 학원 RPG"" 아르피엘 인벤 오픈"
2243,개미가조아,새로할겜 찾는중인데
2244,기억의봉인,사랑하는 행님들~ 마격 좀 부탁드려도 되겠슴..
2245,전세진,오늘 마지막까지 운이 좋네요 ㅎㅎㅎㅎ
2246,전세진,러쉬방송 보다가 충동적으로 질렀는데!
2247,전세진,"어제 미믹, 흑마법사, 하딘의 분신 독식했는.."
2248,데퀼라니,70다엘 사냥할만한 곳 어디있나요
2249,케말레이스,형님들 프리섭 질문있습니다.
2250,개자석아1,초보주의!.. 질문드립니다!
2251,전세진,헉헉 사무실에서 러쉬
2252,에룸도어,어머???? 소울이 똥값이였어????????
2253,전세진,상아탑 황금시간을 알아냈습니다 ㅋㅋ
2254,SHINSEUNGMIN,아크프리패스ㅠㅠ
2255,개자석아1,초보주의!!.. 리니지 완전초보 질문드립니다..
2256,Yasielpuig,70찍고 얼음퀘만하네요 ㅋㅋ
2257,프리미엄관,간만에 영화 한편봤는데
2258,천상초,베충이가 없는 곳은 어디인가
2259,전세진,현질이 땡기는 시점이네요....
2260,Yasielpuig,숙취땜에 겜도 못하겠고
2261,바람추적자,무자본 정산 스샷
2262,전세진,오늘 한 일
2263,Yasielpuig,드뎌70찍었네요
2264,성규닷,이거 해킹이죠? 사이버에 신고해야하나요?
2265,바람추적자,무자본 35일차 정산..
2266,전세진,와 3타이탄도끼 떳네요
2267,연필술사,개인적인 리니지의 매력 두 가지
2268,혈흔의꽃,"""만만vs지훈"" 사건의 전말 및 개인적인 의.."
2269,가이아드,전 갠적으로 옛날 느낌나고 좋아진거 같긴한데..
2270,전세진,간만에 기감가봤는데
2271,검은오렌지,호칭중에서 칼모양으로 특수문자 이용해서 하실..
2272,에룸도어,2010년 마지막 접속이후 오늘 심심해서 결..
2273,Yasielpuig,가을타나봐요 ㅋㅋㅋ
2274,Roah,"임시저장, 모바일 내짤 기능 업데이트 안내"
2275,프리미엄관,"오~~~ 잊섬, 천상사냥터 기간연장됐네요"
2276,Roah,No.7~14 아이콘 가방이 추가되었습니다
2277,Sexy,리니지 인벤 처음으로 글올립니다. 초보인데 ..
2278,Yasielpuig,테섭 포기 다시 하던섭으로 돌아가요 ㅋㅋ
2279,카사이드,아크프리후 사냥터 공략입니다 ^-^
2280,전세진,와 켄라 찍었습니다
2281,코넥,리니지 처음하는사람인데요 무료게임이에요 ?
2282,Roah," 전, 부침 요리 올리고 파스타 취향 투표하.."
2283,Roah," 겨울 아우터, 점퍼 자랑/소개하고 문상 2.."
2284,프리미엄관,아크프리 좋네요!
2285,전세진,군터의 '무기'상자라며...
2286,전세진,으악! 중앙 사원 하고 있었는데!
2287,Yasielpuig,전투특화 테스트 하는중인데..
2288,천상초,암석 폭탄 이벤트
2289,천사혼,마격점 부탁드립니다
2290,전세진,흙포탄 이벤트 ㅠㅠ
2291,Yasielpuig,겜방안가고 집에서
2292,천상초,깃털 이벤트
2293,Yasielpuig,이벤트하네요 ㅋㅋ
2294,샤바라쵸쵸,아크프리패스 18일이후는 사용 못하나요?
2295,사법마,피닉스
2296,Yasielpuig,스타2결제했네요 ㅋㅋ
2297,Skfdkfk2,근데재밌?
2298,kjh8698,리니지 각 서버별 시세등락폭 (매니아에서펌)
2299,kjh8698,부산 지스타 nc소프트 부스설치
2300,뮤지오,ㅋㅋ이벤트당첨됫네요 인벤
2301,헬워커,"야간근무라 리니지를 해보려는데,..."
2302,무역선,상아탑은 꼭 돌려고 노력하는데..
2303,Yasielpuig,여친이 리니지하는걸보더니..
2304,바르세프,마물의일격 부탁드립니다
2305,Yasielpuig,과음하고 완전 드러누웠네요
2306,전세진,오늘 아침부터 짜잘한 거 많이 먹었네요 ㅋ
2307,천사혼,부장이라는 사람들...
2308,천사혼,"직급이 뭔 상관이냐,,, 대리는 밥인디.."
2309,전세진,와 인벤에서 3년 만에 뭔가 당첨되어 보네요..
2310,바람추적자,오..30일 당첨 됬군요!
2311,천사혼,아 말많은 회사동생
2312,Ranon,함께 만드는 사회 '야생의 땅 듀랑고' 인벤..
2313,Roah,10월의 300시간 및 컬러풀 패키지 이벤트..
2314,메카와우,입문자 55렙됬는데 어떻게하죠 도와주세요ㅠ
2315,kjh8698,"주말이 곧 남지않음,,오늘 시세는"
2316,kjh8698,매니아에서 최고가로 거래된 아이템
2317,Yasielpuig,유물 해봤어요 ㅋㅋ
2318,아쉬람,형님 아재들 마격좀 부탁드려요
2319,Ranon,50베니 쿠폰+게임쿠폰까지?! 쿠킹 앱 출시..
2320,야간택시,군주랑 다엘 고민되요 ㅠㅠㅜ도와주세요
2321,Yasielpuig,와..유물
2322,야간택시,군주랑 다엘 고민되요 ㅠㅠㅜ도와주세요
2323,인조인간3호,팝충전권으로 엔코인 전환가능할까요?
2324,kjh8698,"아이템매니아에서 10월 4일시세(펌), 리니.."
2325,고양이포포,리니지를 다시시작하고 느낀점~!
2326,Yasielpuig,테스트 전투특화 초기화하네요
2327,전세진,펀플카드 좋네요...
2328,멋진악마,매니아에서 오늘 전체서버거래시세
2329,ㅇㄻㅇㄴㅁㄹ,여성부 폐지를위한 서명이 진행중입니다
2330,목숨,처음 시작하는데
2331,Yasielpuig,아~ 템이 어중간해서 사냥할곳이 마땅치않네요
2332,전세진,오늘은 득을 많이 했네요
2333,천사혼,마격점 부탁드립니다
2334,전세진,생각없이 하니까 렙이 잘 오르네용
2335,지렁이앤,다엘vs엘프
2336,Yasielpuig,현재 68 프리패스1장..
2337,불사조마르코,지금 본섭 81에 경험치 거의 업전인 법사 ..
2338,Roah,패션 뷰티 아이템 소개/자랑 하면 문상 2만..
2339,Roah,삼겹살 vs 목살 취향 종결 등 외식권 쏟아..
2340,깐돌필드,리니지도 인벤이 있었네요
2341,L신사,복귀유저입니다. 법사 장비 셋팅 질문좀할게요
2342,지구본,종종 피시방에서 플레이 중인데
2343,Yasielpuig,호벨포기했어요 ㅋㅋ
2344,Sharking,판도라서버 변신조종반지 삽니다
2345,전세진,화령 4단 만들었습니다!
2346,흥구얏,대구 데몬섭하시는분
2347,Dusgnfl,예전에 비룡도 먹방말고 리니지 하지 않았나?
2348,윤호,떠오르는 속성 '수령'
2349,레쓰빙,캐쉬상자팔아서 아덴만들기??질문입니다
2350,솔플이매너,서버 사람어디가제일많은가여
2351,지구본,지금 혼자 하는중인데
2352,앙큼킥,송탄 사시는분 놀러오세요~
2353,칸체,꽤 오래전에 리니지 카툰 기억나는사람있어요?
2354,헐꾸,이거 무슨 새인가요
2355,세븐체인져,질리언서버 어떤가요??
2356,Yasielpuig,이번엔 할로윈 이벤트가 없나봐요?
2357,Roah,HOT 게시물은 다 모였다! 핫벤 어플 출시..
2358,Yasielpuig,아크프리패스가 애매하게 남았네요
2359,지구본,그 피시방 에서
2360,내안에세상,오크섭 나가고 싶은데
2361,kwnkwn,7은이 vs 9파크 3화령 언데드 사냥이요
2362,천상초,넥슨이 엔씨 경영에서 발 뺐네요.
2363,전세진,무기를 바꾸니 조금 낫네요...
2364,오크족방패,저기.. 지금 리니지에서 가장 사람없는 서버..
2365,울산배,뭘 업글해야되나요?
2366,베셔s,리니지 이터널 인터뷰 : 디아블로3와 큰 차..
2367,드락슬러,이니는 뭐 하면 벌수잇나요?
2368,Skfdkfk2,괜찮네요
2369,Yasielpuig,복귀 1주일만에 고비가..ㅋㅋ
2370,신갈림,펀플카드 성장의구슬 내일 저희매장 100장온..
2371,서현진,복귀 해보니까 역시나 그게 그거
2372,kjh8698,리니지 데몬이랑 판도라 서버별 매니아 시세
2373,kjh8698,매니아에서 리니지 거래순위
2374,Skfdkfk2,이정도면
2375,FreeSting,리니지 이거 문제 많군요...
2376,김다니엘,리니지 성장의 낚시 질문드립니다.
2377,김유진못생김,다엘 고수님들 조언좀요
2378,골리앗,"글말 카오틱 신전 보스몹 ""망자의 교도관"""
2379,Yasielpuig,근데 프리패스끝나면..
2380,초랭이꽃,55레벨~70레벨 사기이벤트
2381,쿠치키루키아,8년만의법사복귀
2382,전세진,프리패스로 아크다엘 하나 만들었네요
2383,서현진,엔코인 첫충전했는데 72시간후에 구매가능하다..
2384,지구본,피닉스 서버 하시는분
2385,지구본,프리패스에 관하여
2386,빨래비누요정,55렙까지 3시간
2387,줄진줄진,리니지를 첨하는 신규유저인데요 ㅎ
2388,nycon,신규 유저인데 도와주실분 계신가요..
2389,훈훈곰탱,안녕하세요. 그저 질문 글입니다.
2390,Yasielpuig,랩업을 조금씩하니까
2391,지구본,55랩은 찍었는데 막막합니다
2392,윤호,55렙 사냥터 미흡하나마 추천...
2393,때미시아,정보] 신규 대검 - 은날의 대검
2394,놀자케릭,7일15시간 쿠폰 이거요!!!
2395,Yasielpuig,이번에 하면서 혈갑했는데
2396,Roah,달걀 완숙 vs 반숙 대결 등 외식 상품권 ..
2397,Roah,가을 패션 아이템이나 코디 자랑/소개하고 문..
2398,Clc최유진,국내 RPG원탑 리니지!
2399,때미시아,상아탑 데몬 후기
2400,바람추적자,55렙 말섬필드 사냥후기
2401,Yasielpuig,술김에 현질을 해버렸네요
2402,지구본,신규유저 7일15시간 쿠폰 말인데요
2403,천상초,아크 프리 패스
2404,지구본,아이템 봉인해제
2405,성민군,피닉스 오뎅질문좀요
2406,천상초,펫 시스템은 완전히 버린 건가?
2407,지구본,30일 300시간 결제
2408,열혈검술,55레벨 됐는데..이제 어디서 사냥해야하나요..
2409,바람추적자,복귀유저 55찍엇네요
2410,Fafer,오랫만에 들어오니 어안이 벙벙하네요 ..
2411,Yasielpuig,으아 3시간이나 해버렸네요 ㅋㅋ
2412,Clc최유진,물요정 다시좀찾을려나요?
2413,세븐체인져,이번에 복귀하려합니다!!! 직업 추천좀 해주..
2414,세븐체인져,이번에 복귀하려합니다! 서버추천좀부탁드려요
2415,때배1,이제 70랩되겟네요 ㅋ대박 (티셔츠러쉬3) ..
2416,놀자케릭,신규퀘 끝내고 55찍고 말섬왔어요!
2417,Yasielpuig,공홈 난리네요
2418,nycon,"리니지 처음 해보려는데.. 서버, 직업 추천.."
2419,Yasielpuig,점검이 9시까진줄 알았는데..
2420,지구본,10년만에 리니지 접속하는데요
2421,Clc최유진,자게에 글3개밖에안썻는대 당첨 ...
2422,윤호,대대적 업데이트 하루 전...
2423,Byun,리니지 시작해보려는데요..
2424,Yasielpuig,클래스 정햇습니다
2425,kjh8698,최신 리니지 시세정보
2426,LordOfDeath,신규/복귀 이벤이 하루남았네요!
2427,놀자케릭,전사는 렙몇에 마법1단계 배울수 있나요?
2428,히파퍼랄쿠스,아침공기가 이제 겨울이네요
2429,놀자케릭,처음하는유저인데...수련던전에 봇이
2430,Yasielpuig,테섭 이야기 들어보니까
2431,달린당,###마격좀 넣어주세요~~~~
2432,Yasielpuig,복귀템 8인데
2433,천사혼,켈로스 어레인 일지....
2434,Yasielpuig,주말동안 겜을 좀 했었어야하는데
2435,놀자케릭,복귀신규유저]요정.법사를 각각 키우고픈데
2436,Yasielpuig,사람은 별로 없지만 마격좀 주세염 ㅋㅋ
2437,suqerman,안녕하세요 펀플카드가맹점 메가PC방 입니다.
2438,Yasielpuig,점심시간 가볍게 10분..
2439,블루애플,리니지.. 이제는 아크부터 시작인가요?
2440,장켈,아이템 가격좀 부탁드려요 세바스찬 썹입니다
2441,Yasielpuig,논피섭서 법사플레이중
2442,고코니,언능 14일되라
2443,골리앗,현리니지의 문제점.
2444,골리앗,"9강 속성 3단은 4강까지, 10강 속성 4.."
2445,천사혼,"리니지의 변화,,,,"
2446,Roah,9월의 300시간 및 컬러풀 패키지 이벤트 ..
2447,Roah,"PC 미리보기 개선 및 썸네일 확대, 인장 .."
2448,kjh8698,리니지 최신 시세
2449,윤호,이번 10.14 대규모 업데이트...
2450,Ajsdhj1,아스테어 서버 7데블검 구매합니다
2451,이테테엘,리니지를 아직 해본적이 없는데요...한번 해..
2452,골리앗,10월 14일 본섭 업뎃으로 많은 게 바뀔려..
2453,아라이캉,[조공]안녕하세요 삼촌. 형들
2454,고속검,이벤트 장비 얻는거..
2455,Clc최유진,이번에 복귀용사 장비주는거
2456,샤프오리,용기사 대인전 시에
2457,하얀호수,테섭 업데이트로 시끌시끌하네요~
2458,템감정해주셈,리니지도 인벤에있었구나...
2459,Clc최유진,복귀 몇강정도뛰우는거죵?
2460,천사혼,마격점 부탁드립니다^^
2461,최까시,58바람요정 장비셋팅및 여러가지 노하우 문의..
2462,얼음이,연휴가 끝나 버렸어요ㅜㅜ
2463,여신설현,마격부탁드립니다!!!!!!!!
2464,불곰사마,리니지 시작해볼려고하는데 현질 질문좀..
2465,인증불가능,누를때마다 아프리카 50원씩 후원
2466,얼음이,추석이 다가와요!! 모두모구 행복한 한가위 ..
2467,하얀호수,추석 이벤트...
2468,미니팡,마격 좀 부탁드립니다
2469,펑크라이더,개같은 무자본 리니지
2470,강뽕냉,랩제서버 기사or요정 추천바랍니다
2471,불게이츠,리니지 처음 시작하려고 하는데요 도와주세요.
2472,냠냠냠1,요즘은 시간이 넉넉지 않군요
2473,천사혼,기사 (기사전 일지)
2474,Clc최유진,활피단은 원큐서버말고없나요 ㅠㅠ?
2475,침투장인,이니빵하다 거지된 사람입니다.
2476,아프리카인,신규유저 질문드려요
2477,순대네접시,무기 질문점!!!
2478,순대네접시,57렙 기사 사냥터 질문점..
2479,모든게임은즐,와우접고 리니지로 넘어온 유전데 직업추천점 ..
2480,광전,마격줌 부탁 드려요 ~~
2481,천사혼,마격점부탁드립니다
2482,경제학도,오림의가넷 40개 어디써야 제일효율적인가여
2483,Killerelf,마격좀 부탁드립니다 (굽신)
2484,Caleb들후,이 아이템 얼마나 할까여?
2485,천사혼,리니지 사회 계급
2486,때배1,드뎌 완성햇습니다 티셔츠러쉬3 ㅋ
2487,국민쌍년근혜,제가 뭘 잘못하고 있는지 모르겠네요.
2488,지켜줍니다,복귀유저 질문~!
2489,kissone3,복귀유저 질문있습니다(내용有)
2490,빈스티,질문입니다
2491,순대네접시,기사 스텟 질문 있습니다.
2492,순대네접시,낚시 질문있습니다
2493,아즈네이트온,금빛 켄라상자 ㅜㅜ
2494,Roah," 교복이나 군복, 단체복 입고 추억을 회상하.."
2495,Roah," 급식부터 학식, 구내식당 음식 자랑하면 외.."
2496,윤호,잊섬도 시간제 사냥터로 부활하면 좋겠다...
2497,기린아이,"리지니가 렉걸립니다,,"
2498,하얀호수,잊섬 주사위..!
2499,meng5486,일마치고 할 케릭없을까요?ㅋㅋ
2500,뿌헤헤헤,리니지 인벤정리
2501,히파퍼랄쿠스,룰렛결과 ~~~
2502,윤호,리니지 인벤은 유동인구가 적네요...
2503,co25489,푸귀를 구하고싶은데
2504,니여친드록바,안녕하세요 ㅎ 리니지처음합니다 ㅎ
2505,히파퍼랄쿠스,★NC다이노스 70승달성★
2506,순대네접시,하딘 보상 질문점...
2507,천상이여라,+7푸귀..
2508,순대네접시,지령 vs 화령...추천점
2509,순대네접시,9수단 or 9오단 질문점..
2510,순대네접시,아덴 살려는데.ㄷㄷㄷㄷ
2511,B형스타일,리니지를 시작해볼까합니다..
2512,때배1,티셔츠러쉬 2.9
2513,작살혁잉,캐시반지보다
2514,순대네접시,단검 공속 질문점..
2515,히파퍼랄쿠스,엔시 다이노스 오늘은 대박점수로 이기고있네요
2516,순대네접시,시세창으로 구매할때...
2517,Roah,포탑 파괴! 너의 모든것을 걸어라! '난투 ..
2518,바닷물결,이벤트 시간 좀 바꿔줬음 좋겠어요 .
2519,히파퍼랄쿠스,오늘은 비가오니 게임하기는 딱좋네요
2520,Roah,8월의 300시간 및 컬러풀 패키지 이벤트 ..
2521,에코온라인,아이템 거래 질문있어요 !
2522,천상초,캐시템 판매가 저조한가봅니다.
2523,주술사수빈이,리니지 해볼려고하는데요..
2524,히파퍼랄쿠스,8월은 이렇게 안녕이네요
2525,제비꽃향,75 초보기사 2억투자 템 셋팅 추천 부탁드..
2526,히파퍼랄쿠스,엔시 다이노스 현재67승 룰렛돌리는날이 점점..
2527,순대네접시,기사 반지 질문점~~~~
2528,순대네접시,아직 안죽어봐서 그런데...
2529,순대네접시,지령??화령??
2530,순대네접시,하딘인던 클리어 영상 있는곳 없나요???
2531,백설기탱구,계정비무료..중국 일본 북미 리니지 원하시면..
2532,바닷물결,무자본 60렙 됐네요 .
2533,때배1,티셔츠러쉬2.9
2534,히파퍼랄쿠스,자동들이 다 휴가갔는지 오늘은 안보이네요
2535,묘랑이다옹,쿠폰인데요 아무나 쓰세요 빨리클릭
2536,히파퍼랄쿠스,요즘도 수요일 정기점검전에 서버종료 카운트나..
2537,순대네접시,52렙 기사인데 보통 어디서 아덴 모으시나요..
2538,때배1,러쉬해보는거
2539,천사혼,대리라는 직책~~~
2540,히파퍼랄쿠스,레벨은 점점 높아지는데 아데나는 점점 줄어드..
2541,짜퐈게티,출첵합니다ㅎ
2542,패딩,피닉스서버에 다엘키우는데 질문 있습니다.
2543,히파퍼랄쿠스,새로운 한주일의 시작 월요일
2544,천사혼,재미없는 포토샵 ㅋㅋㅋ
2545,아카라,무자본 생각보다 더 힘드네요ㅎㅎ;;
2546,히파퍼랄쿠스,오늘은 사냥은 여기서 이만 접어야겠네요
2547,니함대조심해,아이콘 지원 부탁드립니다.
2548,순대네접시,초보 질문 있습니다.
2549,니함대조심해,출첵합니다ㅎ
2550,천사혼,들어는 보셨는가 개던~~~~~
2551,바닷물결,출첵상자도 ㅠㅠ
2552,오정일1233,리니지 하면 대부분 무자본으로 않되는 게임이..
2553,히파퍼랄쿠스,얼렁 퇴근하고 리니지해야하는데 ㅜㅜ
2554,Boxing,마격 타임이 왔습니다.. 도와주세여.
2555,천사혼,독해야 살아남는 게임 리니지
2556,터져라서버,리니지 첫시작 서버추천좀
2557,바닷물결,상아셋 요정도 할만하네요 .
2558,로우즈기사,오림섭 하딘가실분혹시안계신가요?
2559,때배1,티셔츠에 젤 발라보는 프로그램
2560,히파퍼랄쿠스,NC다이노스 오늘도 우취로 경기안하네요 70..
2561,기억,리니지 게시판엔 거래게시판이 없군요...
2562,풍세,리니지 최고의 검 빨리 클릭들 하삼
2563,히파퍼랄쿠스,역시 게임은 혼자보다는 같이해야 재미있네요
2564,애기다,피닉스 요저 질문요 700만 아덴으로 장비좀
2565,NONpk무투,레벨70 불요정 (노소프) 사냥터 질문입니다
2566,히파퍼랄쿠스,요즘 다시 돌아오시는분들이많네요
2567,모두모두행복,"아방티비 원큐, 꽃태자"
2568,순대네접시,초보 복귀유저 질문점!!!
2569,꿀땅콩라인,리니지 처음 요정 도와주세요
2570,wang1483,새로시작할려고하는데요.기사 스텟과 스킬 질문..
2571,잠시후,마격 부탁드립니다
2572,히파퍼랄쿠스,리니지처럼 득템하기 힘든게임이도없는듯
2573,chorking02,리니지 요정 시작
2574,바닷물결,켄라상자
2575,광전,마격좀 부탁드려요 ㅜㅜ
2576,동백노가다,장비 추천좀 허접하지만
2577,냥꾼멋잇다,리니지 뉴비 데몬서버 고민
2578,쌍가르마,리니지에 대해 알고싶어요 ㅠㅠ
2579,세릴리우스,리니지 신규유저임! 질문있어요!
2580,앵두마마,잠온다
2581,목숨,지금 저자본유저 할만한 타이밍인가요 ?
2582,호랑이쫄깃,리니지시작하려는데요
2583,맛간장,리니지 처음 접하는 초보입니다..
2584,탱크뒤에벌쳐,근데 집행검5억이면 거래 할떄
2585,Now여명,5집행검 가격 왜 5억인가요 ?
2586,해적산적땅적,현 2억짜리 검이 떴다는 게임 와봤습니다
2587,고양이가어흥,+5집행검이 나타났다는 소문듣고 옆동네서 왔..
2588,바닷물결,다 정리했어요 .
2589,작살혁잉,기사셋팅점 도와주세요
2590,히파퍼랄쿠스,인벤 시스템장애 뭐지 이제 로그인되네요
2591,아즈네이트온,ㅠㅠ 아놀드 멸망
2592,마왕사까,아인사하드서버 슬프네요
2593,히파퍼랄쿠스,리니지 간만에 해보니 뭔가 새로운기분이드네요
2594,의자왕1,리니지 질문
